id_venda,id_cliente,id_produto,quantidade,data_venda
V1995,C0933,P1891,5,2025-02-16
V1996,C0807,P1307,2,2024-04-04
V1997,C0681,P1806,10,2025-03-14
V1998,C0813,P1962,9,2024-04-18
V1999,C0694,P1095,8,2024-06-22
V2000,C0187,P0941,6,2024-11-23
V2001,C0175,P1959,6,2025-04-19
V2002,C0817,P1079,9,2025-01-27
V2003,C0321,P1547,9,2025-02-27
V2004,C0516,P0980,4,2025-03-26
V2005,C0636,P1882,7,2024-08-31
V2006,C0561,P0629,3,2024-11-04
V2007,C0611,P1256,8,2024-03-17
V2008,C0217,P0224,1,2024-09-25
V2009,C0248,P0390,6,2025-02-26
V2010,C0591,P1829,1,2025-02-28
V2011,C0420,P0760,6,2024-06-28
V2012,C0538,P1990,7,2024-01-27
V2013,C0875,P1148,4,2024-01-01
V2014,C0834,P0874,5,2024-03-06
V2015,C0231,P0546,10,2024-12-08
V2016,C0811,P0172,8,2024-08-09
V2017,C0343,P1512,9,2024-09-28
V2018,C0557,P0823,10,2025-03-08
V2019,C0604,P0425,1,2024-01-09
V2020,C0691,P1198,8,2025-03-20
V2021,C0676,P0855,10,2024-07-21
V2022,C0039,P0751,7,2024-05-03
V2023,C0391,P0088,7,2024-07-17
V2024,C0366,P1283,2,2024-10-24
V2025,C0343,P1871,9,2024-05-10
V2026,C0907,P1996,3,2024-12-07
V2027,C0343,P1896,6,2024-08-26
V2028,C0266,P1235,6,2025-03-10
V2029,C0465,P0668,1,2024-08-19
V2030,C0047,P1472,1,2025-01-08
V2031,C0219,P1612,10,2025-04-06
V2032,C0590,P1559,9,2024-02-25
V2033,C0674,P1716,3,2025-04-23
V2034,C0551,P1787,10,2025-01-20
V2035,C0395,P1358,8,2024-02-25
V2036,C0140,P1101,5,2024-09-12
V2037,C0107,P1364,5,2025-05-02
V2038,C0161,P1792,5,2024-02-03
V2039,C0878,P0899,1,2024-09-06
V2040,C0506,P0030,3,2025-02-28
V2041,C0747,P0490,5,2024-05-04
V2042,C0658,P1035,3,2025-05-16
V2043,C0556,P0611,10,2025-04-07
V2044,C0579,P0088,8,2025-02-26
V2045,C0065,P0591,3,2024-11-27
V2046,C0216,P0970,6,2025-03-23
V2047,C0733,P1811,8,2024-12-02
V2048,C0505,P0831,5,2025-01-26
V2049,C0660,P1334,1,2024-08-14
V2050,C0230,P0890,5,2024-08-31
V2051,C0708,P0983,8,2024-04-21
V2052,C0525,P1953,6,2024-12-04
V2053,C0179,P1111,2,2025-04-16
V2054,C0850,P0429,6,2024-10-19
V2055,C0215,P1382,4,2024-11-12
V2056,C0942,P1586,4,2024-02-06
V2057,C0648,P0468,3,2024-12-16
V2058,C0047,P0015,3,2024-08-22
V2059,C0126,P0585,6,2024-06-11
V2060,C0922,P0331,9,2025-02-18
V2061,C0594,P1145,3,2024-02-10
V2062,C0586,P0323,6,2025-03-25
V2063,C0213,P0166,9,2024-05-27
V2064,C0537,P0655,5,2024-08-27
V2065,C0822,P0218,5,2024-03-28
V2066,C0714,P0826,10,2024-02-13
V2067,C0820,P0969,8,2024-05-23
V2068,C0470,P1893,6,2025-01-08
V2069,C0619,P0239,5,2025-04-29
V2070,C0327,P0747,3,2024-11-16
V2071,C0650,P1313,6,2025-04-03
V2072,C0021,P0833,10,2025-04-22
V2073,C0328,P0080,8,2024-06-14
V2074,C0699,P1230,8,2024-11-14
V2075,C0446,P1354,2,2024-03-03
V2076,C0974,P1317,3,2024-01-19
V2077,C0554,P1230,4,2024-12-20
V2078,C0715,P1415,3,2025-04-20
V2079,C0736,P1432,2,2024-06-13
V2080,C0170,P0931,9,2024-06-09
V2081,C0473,P0275,5,2025-04-11
V2082,C0776,P1909,4,2024-11-07
V2083,C0790,P1044,7,2024-10-10
V2084,C0206,P1150,7,2025-05-05
V2085,C0031,P0411,2,2024-10-10
V2086,C0108,P0969,9,2024-05-11
V2087,C0043,P1807,9,2024-06-14
V2088,C0762,P0164,2,2024-11-02
V2089,C0343,P0055,1,2024-04-26
V2090,C0815,P1465,6,2024-04-13
V2091,C0169,P0863,10,2024-09-11
V2092,C0403,P1912,8,2024-05-03
V2093,C0780,P1601,4,2024-05-10
V2094,C0410,P0924,1,2024-09-10
V2095,C0719,P0725,9,2025-03-11
V2096,C0310,P1841,10,2024-01-12
V2097,C0813,P0436,3,2024-01-15
V2098,C0695,P1192,2,2024-06-17
V2099,C0309,P0079,9,2025-02-24
V2100,C0276,P1837,2,2025-01-10
V2101,C0572,P1655,5,2025-05-31
V2102,C0431,P0945,8,2024-03-15
V2103,C0713,P1120,9,2024-07-03
V2104,C0504,P0779,1,2024-02-28
V2105,C0407,P1004,7,2024-03-30
V2106,C0418,P0813,10,2024-05-19
V2107,C0816,P1270,6,2025-01-09
V2108,C0473,P0745,7,2024-03-12
V2109,C0947,P0929,6,2025-01-10
V2110,C0600,P1759,1,2024-03-29
V2111,C0635,P0617,1,2024-08-22
V2112,C0459,P1214,4,2025-02-12
V2113,C0247,P1980,6,2025-03-23
V2114,C0754,P1829,6,2024-02-06
V2115,C0486,P1307,7,2024-10-13
V2116,C0989,P1407,3,2024-11-03
V2117,C0784,P1415,5,2024-09-30
V2118,C0465,P0460,8,2024-05-20
V2119,C0363,P0614,1,2024-10-04
V2120,C0593,P1044,2,2025-05-18
V2121,C0211,P1931,10,2024-01-12
V2122,C0770,P1567,9,2025-01-07
V2123,C0478,P0546,1,2024-10-31
V2124,C0521,P1539,6,2024-12-27
V2125,C0043,P1885,10,2024-03-16
V2126,C0730,P1846,4,2024-09-27
V2127,C0228,P1567,4,2025-03-14
V2128,C0677,P1596,3,2024-04-21
V2129,C0145,P0079,7,2025-04-26
V2130,C0217,P0715,2,2024-08-07
V2131,C0076,P0443,7,2024-06-25
V2132,C0340,P1401,9,2024-07-03
V2133,C0133,P0846,5,2025-05-30
V2134,C0002,P1812,2,2024-07-14
V2135,C0553,P1012,7,2024-08-23
V2136,C0708,P0599,5,2024-12-24
V2137,C0377,P1678,10,2025-05-16
V2138,C0231,P1175,4,2024-08-03
V2139,C0975,P0014,5,2024-09-25
V2140,C0663,P1211,7,2024-09-15
V2141,C0200,P1372,8,2024-09-19
V2142,C0643,P1007,6,2024-02-01
V2143,C0565,P1684,1,2024-04-26
V2144,C0156,P0933,9,2024-10-30
V2145,C0303,P1867,1,2024-02-21
V2146,C0345,P0896,3,2024-02-11
V2147,C0398,P0909,4,2024-04-09
V2148,C0403,P0355,9,2024-07-23
V2149,C0055,P0514,2,2024-03-20
V2150,C0096,P0973,7,2024-02-01
V2151,C0502,P1524,9,2025-01-20
V2152,C0403,P0031,3,2024-03-24
V2153,C0429,P0254,7,2024-07-15
V2154,C0601,P0181,8,2024-03-03
V2155,C0990,P1289,10,2024-11-08
V2156,C0691,P1337,10,2025-04-16
V2157,C0612,P1988,7,2024-12-23
V2158,C0482,P0155,6,2025-03-13
V2159,C0878,P1530,10,2025-01-09
V2160,C0806,P1810,6,2024-08-26
V2161,C0945,P1261,3,2024-09-21
V2162,C0860,P0649,10,2024-08-25
V2163,C0558,P0619,10,2024-09-20
V2164,C0940,P0193,7,2024-11-30
V2165,C0681,P1439,3,2025-03-26
V2166,C0201,P1898,1,2024-09-16
V2167,C0447,P0927,9,2024-05-15
V2168,C0890,P1161,3,2025-01-09
V2169,C0493,P0817,2,2024-12-24
V2170,C0923,P1369,10,2024-07-28
V2171,C0758,P0932,8,2024-12-06
V2172,C0271,P1272,9,2025-01-24
V2173,C0316,P1714,2,2024-09-16
V2174,C0380,P0536,10,2024-06-27
V2175,C0567,P1415,6,2024-06-14
V2176,C0550,P0222,6,2024-05-22
V2177,C0069,P0358,6,2024-09-04
V2178,C0327,P1521,10,2024-02-27
V2179,C0922,P0901,8,2024-01-11
V2180,C0432,P0054,9,2024-02-06
V2181,C0423,P0784,10,2024-09-05
V2182,C0323,P0842,10,2024-03-31
V2183,C0526,P0895,10,2024-02-02
V2184,C0931,P1169,8,2024-12-20
V2185,C0374,P0874,1,2024-02-23
V2186,C0047,P0391,7,2024-09-13
V2187,C0460,P0311,4,2025-02-01
V2188,C0429,P1543,1,2024-06-29
V2189,C0635,P0965,10,2024-03-21
V2190,C0087,P0161,9,2025-01-03
V2191,C0008,P1294,10,2024-10-01
V2192,C0513,P0943,8,2025-02-03
V2193,C0502,P1209,2,2024-05-11
V2194,C0967,P0567,4,2025-04-05
V2195,C0950,P0985,6,2024-06-09
V2196,C0693,P0790,7,2024-10-20
V2197,C0819,P1541,10,2024-01-22
V2198,C0544,P0398,7,2024-05-23
V2199,C0993,P1095,8,2024-06-09
V2200,C0386,P0351,1,2024-01-16
V2201,C0853,P1785,4,2024-11-12
V2202,C0296,P1321,2,2024-06-06
V2203,C0255,P0237,1,2025-04-15
V2204,C0424,P0052,2,2024-01-23
V2205,C0961,P0711,4,2024-08-16
V2206,C0433,P1428,8,2024-02-10
V2207,C0827,P0116,2,2024-11-21
V2208,C0628,P1858,10,2024-05-30
V2209,C0074,P1328,1,2024-12-29
V2210,C0674,P1574,3,2024-07-28
V2211,C0266,P0720,5,2024-10-28
V2212,C0843,P0664,2,2025-01-08
V2213,C0605,P1916,1,2024-11-23
V2214,C0961,P0377,8,2024-12-19
V2215,C0519,P1528,7,2024-02-14
V2216,C0813,P1521,7,2024-01-20
V2217,C0896,P1536,8,2024-09-21
V2218,C0194,P0138,7,2024-05-30
V2219,C0555,P0097,3,2025-02-01
V2220,C0317,P1730,7,2024-02-24
V2221,C0820,P0014,2,2025-01-04
V2222,C0766,P1335,6,2024-03-09
V2223,C0145,P0513,7,2024-02-02
V2224,C0474,P0203,5,2024-03-02
V2225,C0690,P0879,5,2024-12-10
V2226,C0055,P1372,7,2024-10-16
V2227,C0133,P0422,4,2024-03-27
V2228,C0416,P1630,7,2025-03-02
V2229,C0223,P0282,10,2024-11-02
V2230,C0890,P1211,2,2024-12-31
V2231,C0549,P1233,5,2024-09-17
V2232,C0163,P1958,7,2025-02-12
V2233,C0084,P0586,3,2024-12-15
V2234,C0048,P1992,5,2024-11-21
V2235,C0719,P0903,5,2024-04-16
V2236,C0405,P1587,6,2024-01-18
V2237,C0467,P1357,6,2025-05-26
V2238,C0953,P0373,8,2024-03-05
V2239,C0772,P1496,8,2024-04-27
V2240,C0323,P0963,9,2025-05-14
V2241,C0561,P1348,1,2024-01-16
V2242,C0307,P0807,6,2024-01-21
V2243,C0598,P0323,7,2024-09-18
V2244,C0885,P0364,2,2024-12-17
V2245,C0641,P0613,10,2024-05-16
V2246,C0476,P1346,6,2025-03-11
V2247,C0707,P0842,8,2024-08-24
V2248,C0123,P1049,9,2025-02-04
V2249,C0580,P1835,2,2024-09-06
V2250,C0422,P0395,8,2025-01-10
V2251,C0778,P0075,6,2025-05-11
V2252,C0877,P1498,2,2024-06-30
V2253,C0392,P0212,8,2025-04-21
V2254,C0361,P1749,3,2024-02-26
V2255,C0965,P1996,6,2024-09-28
V2256,C0973,P1192,3,2024-10-12
V2257,C0978,P1366,4,2024-03-13
V2258,C0067,P0687,9,2024-02-02
V2259,C0609,P1645,7,2024-12-22
V2260,C0075,P1393,5,2024-04-03
V2261,C0638,P1411,10,2024-12-23
V2262,C0988,P1408,7,2024-10-27
V2263,C0863,P1512,8,2024-10-20
V2264,C0249,P0626,3,2024-01-04
V2265,C0789,P1986,7,2024-05-23
V2266,C0705,P1677,3,2025-05-28
V2267,C0280,P0947,8,2025-01-24
V2268,C0704,P1933,10,2025-05-08
V2269,C0471,P0945,5,2025-03-25
V2270,C0826,P1499,9,2024-02-20
V2271,C0926,P0488,4,2024-06-17
V2272,C0223,P1905,7,2024-02-08
V2273,C0513,P1558,9,2024-05-16
V2274,C0599,P0184,10,2025-05-04
V2275,C0338,P1025,5,2025-04-16
V2276,C0228,P1674,10,2025-05-18
V2277,C0719,P1312,1,2024-12-15
V2278,C0337,P1634,10,2025-01-09
V2279,C0363,P0175,7,2024-02-29
V2280,C0405,P0712,1,2024-07-03
V2281,C0496,P1639,2,2024-08-20
V2282,C0543,P1796,10,2024-12-18
V2283,C0782,P0859,2,2025-02-05
V2284,C0998,P1287,8,2024-12-15
V2285,C0279,P1744,8,2025-03-23
V2286,C0541,P0651,4,2024-03-06
V2287,C0980,P0082,3,2024-06-25
V2288,C0412,P0176,9,2024-10-15
V2289,C0312,P1174,8,2024-08-14
V2290,C0968,P1177,2,2024-05-18
V2291,C0816,P0668,9,2024-10-20
V2292,C0114,P0157,3,2024-01-09
V2293,C0794,P1783,5,2024-10-12
V2294,C0621,P1344,7,2024-10-25
V2295,C0552,P0908,9,2025-05-19
V2296,C0784,P1095,9,2024-09-09
V2297,C0283,P1184,4,2024-10-25
V2298,C0477,P1153,3,2024-10-07
V2299,C0690,P0689,5,2024-06-13
V2300,C0340,P1904,5,2024-08-04
V2301,C0369,P0424,4,2025-03-10
V2302,C0633,P1639,5,2024-10-20
V2303,C0832,P1162,6,2024-09-21
V2304,C0432,P1807,2,2025-03-13
V2305,C0427,P1895,4,2024-07-13
V2306,C0825,P0789,1,2024-09-08
V2307,C0328,P1363,4,2024-04-02
V2308,C0870,P1719,1,2025-01-24
V2309,C0702,P1488,7,2025-04-10
V2310,C0508,P0438,2,2024-11-11
V2311,C0250,P1438,5,2024-09-19
V2312,C0307,P0433,3,2024-06-11
V2313,C0711,P0439,7,2024-01-04
V2314,C0321,P1911,4,2024-01-20
V2315,C0303,P0157,4,2024-09-19
V2316,C0177,P1754,3,2024-08-31
V2317,C0556,P1340,5,2025-03-08
V2318,C0495,P1692,10,2024-02-22
V2319,C0505,P0415,5,2024-12-31
V2320,C0680,P0106,4,2024-11-11
V2321,C0240,P0889,2,2024-11-16
V2322,C0904,P0463,2,2024-05-20
V2323,C0278,P0007,5,2024-12-24
V2324,C0711,P0435,7,2024-09-06
V2325,C0579,P0933,8,2024-07-27
V2326,C0324,P1696,4,2024-07-20
V2327,C0859,P1670,1,2024-10-26
V2328,C0040,P0493,3,2024-01-08
V2329,C0681,P1923,2,2025-01-16
V2330,C0065,P0144,9,2024-07-22
V2331,C0436,P1808,6,2024-12-07
V2332,C0950,P0183,3,2024-03-28
V2333,C0952,P0078,4,2024-07-07
V2334,C0298,P0760,4,2024-02-29
V2335,C0436,P1135,1,2024-01-20
V2336,C0793,P1839,9,2025-04-16
V2337,C0377,P0232,4,2024-09-23
V2338,C0028,P1406,5,2024-04-27
V2339,C0022,P0505,3,2024-08-06
V2340,C0397,P0972,10,2024-04-21
V2341,C0963,P1287,5,2024-06-29
V2342,C0397,P0797,4,2025-03-12
V2343,C0583,P0622,5,2024-09-20
V2344,C0925,P0960,4,2024-04-10
V2345,C0490,P0035,4,2025-02-12
V2346,C0684,P1829,2,2025-05-30
V2347,C0160,P0937,9,2024-03-16
V2348,C0478,P1614,3,2025-03-16
V2349,C0956,P0107,5,2025-04-05
V2350,C0972,P1971,4,2024-11-11
V2351,C0330,P1641,2,2024-10-06
V2352,C0412,P1702,2,2024-11-02
V2353,C0191,P0774,2,2024-02-14
V2354,C0010,P1764,6,2025-03-10
V2355,C0573,P1207,6,2024-02-21
V2356,C0219,P0236,2,2024-01-11
V2357,C0013,P0911,8,2025-05-28
V2358,C0070,P1990,8,2024-05-02
V2359,C0565,P0407,6,2024-06-17
V2360,C0083,P0231,7,2024-12-31
V2361,C0877,P0403,1,2025-03-21
V2362,C0008,P1593,5,2024-07-14
V2363,C0438,P1167,8,2024-03-05
V2364,C0842,P0782,5,2024-06-23
V2365,C0143,P0003,1,2025-04-21
V2366,C0173,P1314,1,2024-07-26
V2367,C0714,P0408,3,2024-01-02
V2368,C0557,P0454,8,2024-03-27
V2369,C0690,P0953,9,2024-09-21
V2370,C0853,P1382,6,2024-07-15
V2371,C0665,P1284,3,2025-05-27
V2372,C0772,P0283,7,2024-11-11
V2373,C0251,P0811,8,2024-07-13
V2374,C0191,P1153,6,2024-08-29
V2375,C0353,P0501,5,2024-12-16
V2376,C0080,P0438,8,2024-10-06
V2377,C0213,P1092,3,2025-04-12
V2378,C0726,P1762,7,2024-09-26
V2379,C0213,P1696,9,2024-10-09
V2380,C0593,P0771,7,2024-06-17
V2381,C0849,P0600,9,2024-06-12
V2382,C0692,P1614,5,2025-02-22
V2383,C0560,P1983,8,2024-01-02
V2384,C0246,P0081,6,2024-04-03
V2385,C0411,P0997,3,2024-05-19
V2386,C0319,P1669,10,2024-01-04
V2387,C0759,P1536,5,2024-07-15
V2388,C0640,P0360,4,2024-07-06
V2389,C0690,P0986,1,2024-08-26
V2390,C0645,P0199,10,2024-07-19
V2391,C0627,P0867,6,2024-10-15
V2392,C0063,P1591,4,2024-08-15
V2393,C0459,P0660,5,2024-07-11
V2394,C0881,P1631,7,2024-04-28
V2395,C0070,P0314,4,2024-01-23
V2396,C0838,P1909,7,2024-04-01
V2397,C0679,P0896,1,2025-02-09
V2398,C0027,P1613,4,2024-04-03
V2399,C0414,P0687,10,2024-05-20
V2400,C0073,P0810,8,2024-03-25
V2401,C0787,P1745,7,2024-09-10
V2402,C0730,P1372,6,2024-11-29
V2403,C0910,P0785,6,2024-09-15
V2404,C0007,P1699,2,2025-03-18
V2405,C0218,P1914,7,2024-08-02
V2406,C0549,P0083,9,2024-02-20
V2407,C0213,P0526,3,2024-08-19
V2408,C0465,P0695,5,2024-07-08
V2409,C0551,P1102,8,2024-11-26
V2410,C0325,P1703,2,2024-04-21
V2411,C0917,P1514,7,2025-03-22
V2412,C1000,P1867,9,2024-10-07
V2413,C0948,P1751,6,2024-04-26
V2414,C0571,P0242,8,2024-06-30
V2415,C0967,P1700,10,2024-02-14
V2416,C0106,P1155,5,2025-04-28
V2417,C0297,P1788,10,2024-12-08
V2418,C0366,P1346,1,2025-02-12
V2419,C0334,P0872,1,2025-01-29
V2420,C0975,P1320,2,2024-11-25
V2421,C0083,P0559,4,2024-09-17
V2422,C0215,P1435,4,2024-09-19
V2423,C0886,P0988,6,2025-04-15
V2424,C0181,P0897,9,2024-10-03
V2425,C0733,P1213,4,2024-03-18
V2426,C0614,P1477,5,2024-12-04
V2427,C0368,P1769,7,2024-09-09
V2428,C0178,P0323,1,2024-10-11
V2429,C0675,P0286,3,2024-03-03
V2430,C0625,P0021,2,2025-04-24
V2431,C0653,P1853,5,2024-02-24
V2432,C0690,P0017,10,2024-08-23
V2433,C0023,P1142,10,2024-08-31
V2434,C0194,P1319,1,2024-06-30
V2435,C0280,P1742,3,2024-08-24
V2436,C0853,P0920,2,2024-04-22
V2437,C0455,P1000,4,2024-03-03
V2438,C0402,P1273,7,2024-02-08
V2439,C0441,P1521,7,2024-02-04
V2440,C0147,P1750,4,2024-05-09
V2441,C0215,P1269,3,2024-03-28
V2442,C0733,P1254,7,2024-09-03
V2443,C0328,P0803,6,2024-01-26
V2444,C0147,P0092,9,2024-11-25
V2445,C0917,P0040,10,2024-10-11
V2446,C0388,P0520,8,2024-07-29
V2447,C0565,P0278,3,2024-09-27
V2448,C0639,P1867,1,2025-04-21
V2449,C0727,P0093,3,2024-04-08
V2450,C0879,P1627,3,2024-12-09
V2451,C0237,P1294,8,2024-08-30
V2452,C0017,P1745,6,2025-03-19
V2453,C0997,P1828,6,2024-10-09
V2454,C0135,P0311,3,2024-10-18
V2455,C0573,P0815,10,2025-03-04
V2456,C1000,P0482,5,2025-05-27
V2457,C0082,P0099,1,2025-03-17
V2458,C0743,P1334,8,2025-05-26
V2459,C0113,P1706,7,2024-05-13
V2460,C0400,P1379,3,2024-11-07
V2461,C0625,P0914,4,2024-01-11
V2462,C0155,P1376,2,2024-06-24
V2463,C0948,P1744,4,2025-04-30
V2464,C0052,P0830,8,2025-02-11
V2465,C0696,P0317,10,2025-05-04
V2466,C0249,P0067,5,2024-01-14
V2467,C0564,P0047,10,2024-12-10
V2468,C0126,P0693,4,2025-02-23
V2469,C0700,P0235,7,2025-02-22
V2470,C0056,P0157,1,2024-01-27
V2471,C0766,P0171,6,2024-12-06
V2472,C0547,P0035,5,2024-11-26
V2473,C0952,P0820,6,2024-03-23
V2474,C0819,P0833,5,2025-01-18
V2475,C0808,P1876,5,2024-12-02
V2476,C0499,P1323,2,2024-12-25
V2477,C0511,P1467,5,2024-10-19
V2478,C0055,P0691,2,2024-06-07
V2479,C0653,P0273,2,2025-05-30
V2480,C0284,P1550,7,2025-04-13
V2481,C0580,P0727,5,2024-03-04
V2482,C0885,P1002,6,2024-04-10
V2483,C0574,P0542,4,2024-07-19
V2484,C0943,P1045,1,2025-04-17
V2485,C0684,P0537,5,2024-10-28
V2486,C0502,P1170,10,2025-01-04
V2487,C0867,P1886,4,2024-06-17
V2488,C0081,P0169,7,2024-10-31
V2489,C0040,P0298,7,2025-03-04
V2490,C0850,P0051,9,2024-12-12
V2491,C0145,P0721,10,2024-01-15
V2492,C0687,P1776,7,2024-01-30
V2493,C0047,P0528,3,2024-04-01
V2494,C0098,P0587,2,2025-03-03
V2495,C0333,P1939,7,2025-01-24
V2496,C0174,P1226,6,2025-05-23
V2497,C0533,P0554,8,2024-06-17
V2498,C0157,P0175,9,2024-09-05
V2499,C0866,P0522,10,2024-01-04
V2500,C0589,P0158,3,2024-05-04
V2501,C0707,P0187,9,2025-05-15
V2502,C0567,P1988,7,2024-11-08
V2503,C0679,P1874,5,2025-04-25
V2504,C0586,P1907,8,2024-06-20
V2505,C0986,P1555,8,2024-11-21
V2506,C0720,P1423,7,2025-03-31
V2507,C0604,P0626,5,2024-06-21
V2508,C0207,P0309,3,2024-09-12
V2509,C0548,P0752,6,2024-01-12
V2510,C0973,P1676,3,2025-05-17
V2511,C0906,P0323,3,2024-08-21
V2512,C0376,P1390,3,2024-12-17
V2513,C0562,P1007,1,2025-05-13
V2514,C0104,P1401,10,2024-09-14
V2515,C0864,P0742,8,2024-09-13
V2516,C0617,P1478,10,2024-05-24
V2517,C0636,P0113,3,2024-05-09
V2518,C0622,P1250,3,2024-03-27
V2519,C0676,P1508,10,2025-05-10
V2520,C0414,P0608,2,2024-02-16
V2521,C0528,P1468,6,2024-03-02
V2522,C0217,P1679,10,2024-07-11
V2523,C0473,P0111,7,2025-05-19
V2524,C0383,P0307,7,2024-01-10
V2525,C0630,P0731,8,2024-10-29
V2526,C0008,P1152,6,2024-09-22
V2527,C0335,P0484,3,2024-03-22
V2528,C0216,P0567,10,2024-06-15
V2529,C0520,P0098,3,2024-06-22
V2530,C0410,P0508,3,2024-09-15
V2531,C0581,P0648,1,2024-08-12
V2532,C0854,P0518,5,2025-01-02
V2533,C0166,P0407,10,2025-01-27
V2534,C0013,P1791,8,2024-01-18
V2535,C0069,P0500,10,2024-04-17
V2536,C0153,P1696,3,2025-05-19
V2537,C0286,P0470,3,2025-03-22
V2538,C0238,P1667,5,2024-03-26
V2539,C0624,P1622,9,2024-10-05
V2540,C0946,P0739,6,2025-05-28
V2541,C0774,P0955,7,2024-11-07
V2542,C0804,P1824,5,2024-09-28
V2543,C0619,P0422,1,2024-05-27
V2544,C1000,P0902,8,2025-04-26
V2545,C0168,P0326,6,2024-06-08
V2546,C0605,P1851,1,2024-02-25
V2547,C0494,P0754,3,2024-03-07
V2548,C0122,P1376,3,2024-06-05
V2549,C0610,P0027,3,2025-04-27
V2550,C0908,P1744,7,2024-03-15
V2551,C0044,P0462,6,2025-02-25
V2552,C0538,P0049,9,2025-03-21
V2553,C0625,P1092,4,2025-05-07
V2554,C0919,P1747,2,2025-03-13
V2555,C0070,P1254,3,2024-08-11
V2556,C0257,P0276,8,2024-07-22
V2557,C0929,P0278,10,2025-04-24
V2558,C0914,P0016,9,2025-04-26
V2559,C0713,P1099,9,2024-02-24
V2560,C0629,P1643,8,2024-10-01
V2561,C0239,P0611,1,2024-10-05
V2562,C0783,P1742,6,2024-08-27
V2563,C0932,P1717,8,2024-03-31
V2564,C0395,P1075,10,2025-01-22
V2565,C0528,P1567,9,2025-03-06
V2566,C0708,P0141,4,2024-10-19
V2567,C0211,P1588,4,2024-09-06
V2568,C0324,P0412,8,2024-11-05
V2569,C0763,P1697,5,2025-04-04
V2570,C0437,P1001,3,2024-10-13
V2571,C0917,P0416,6,2025-04-19
V2572,C0635,P1671,7,2024-04-07
V2573,C0191,P1368,3,2025-02-25
V2574,C0041,P0640,6,2024-07-17
V2575,C0517,P1465,10,2025-05-14
V2576,C0756,P0251,5,2024-12-17
V2577,C0490,P0769,8,2024-06-12
V2578,C0465,P1272,6,2025-04-30
V2579,C0949,P1928,4,2024-11-11
V2580,C0993,P0912,7,2025-01-19
V2581,C0052,P1830,5,2024-01-16
V2582,C0838,P0732,1,2024-10-15
V2583,C0047,P0653,4,2025-02-19
V2584,C0856,P0990,10,2024-02-09
V2585,C0436,P1211,10,2024-02-10
V2586,C0670,P1781,4,2024-09-13
V2587,C0380,P1039,10,2024-01-20
V2588,C0216,P1444,1,2024-01-28
V2589,C0474,P0384,9,2025-05-06
V2590,C0649,P0177,3,2025-03-27
V2591,C0482,P0773,1,2024-09-16
V2592,C0453,P0096,3,2024-06-29
V2593,C0164,P0680,7,2024-01-04
V2594,C0649,P0236,5,2024-04-08
V2595,C0128,P0532,2,2025-05-04
V2596,C0602,P0957,2,2025-05-01
V2597,C0002,P1670,9,2025-03-22
V2598,C0768,P0627,7,2025-02-12
V2599,C0244,P0767,9,2025-02-02
V2600,C0402,P0657,5,2025-04-19
V2601,C0579,P0006,4,2024-04-25
V2602,C0362,P1982,10,2024-07-30
V2603,C0173,P0091,10,2024-04-29
V2604,C0669,P1082,4,2024-01-11
V2605,C0155,P1282,8,2024-11-06
V2606,C0308,P0240,3,2024-06-09
V2607,C0100,P1233,4,2025-01-05
V2608,C0231,P0808,2,2024-06-01
V2609,C0250,P1874,1,2025-04-26
V2610,C0692,P1780,8,2024-12-14
V2611,C0990,P0460,8,2024-01-20
V2612,C0722,P0427,5,2025-01-27
V2613,C0306,P1279,8,2024-05-06
V2614,C0206,P0742,1,2024-06-22
V2615,C0577,P0814,3,2024-02-25
V2616,C0650,P1535,9,2025-01-22
V2617,C0374,P0379,8,2024-04-29
V2618,C0929,P1013,9,2024-12-16
V2619,C0455,P1488,2,2024-05-26
V2620,C0824,P1200,9,2024-04-05
V2621,C0596,P0535,9,2025-02-10
V2622,C0224,P1927,4,2024-03-21
V2623,C0980,P0152,8,2024-12-20
V2624,C0718,P1352,6,2025-04-02
V2625,C0707,P1013,5,2024-10-20
V2626,C0805,P1659,2,2024-05-11
V2627,C0440,P1798,6,2024-01-15
V2628,C0112,P0726,4,2024-03-29
V2629,C0312,P0237,2,2024-11-06
V2630,C0407,P0616,9,2024-11-23
V2631,C0448,P0041,1,2024-09-30
V2632,C0048,P1805,10,2024-10-16
V2633,C0435,P1371,7,2024-12-28
V2634,C0373,P1817,6,2024-07-23
V2635,C0344,P1661,8,2024-07-17
V2636,C0713,P0523,8,2024-11-25
V2637,C0483,P1413,4,2025-04-03
V2638,C0363,P1687,6,2025-01-17
V2639,C0719,P1847,5,2025-03-23
V2640,C0911,P1118,5,2025-03-10
V2641,C0880,P0902,10,2024-09-09
V2642,C0445,P1334,9,2024-04-13
V2643,C0615,P1022,8,2024-08-17
V2644,C0567,P1711,1,2025-02-10
V2645,C0361,P0562,6,2024-07-13
V2646,C0219,P1139,8,2025-04-07
V2647,C0500,P0657,1,2024-04-24
V2648,C0340,P1056,5,2024-05-13
V2649,C0788,P1955,9,2025-04-13
V2650,C0888,P0535,5,2024-04-20
V2651,C0685,P0171,10,2024-07-12
V2652,C0726,P0800,7,2024-11-23
V2653,C0725,P1969,9,2024-01-04
V2654,C0587,P0866,4,2025-03-21
V2655,C0103,P1029,8,2025-01-09
V2656,C0877,P0953,2,2024-10-12
V2657,C0849,P0437,3,2025-02-26
V2658,C0401,P0028,7,2024-08-13
V2659,C0045,P1950,3,2024-10-09
